Id_d,Creador_empresa_si_exite,Origen_FRIJOL_BARRA,REF,Revisar,Porcentaje_Cocoa,Empresa_localidad,Popularidad,Frijo_tipo,Haba_origen,Popularidad_Class
750,Guittard,"Epique, Blend No. 49",1602,2015,0.7,U.S.A.,3.75,,,Sastisfactorio
751,Guittard,Haiti,1053,2013,0.65,U.S.A.,2.75,,Haiti,Decepcionante
752,Guittard,Nicaragua,1053,2013,0.65,U.S.A.,2.75,,Nicaragua,Decepcionante
753,Guittard,Jamaica,1053,2013,0.65,U.S.A.,3.25,Trinitario,Jamaica,Sastisfactorio
754,Guittard,Ecuador,1053,2013,0.65,U.S.A.,3.5,,Ecuador,Sastisfactorio
755,Guittard,Coucher du Soleil,654,2011,0.72,U.S.A.,2.75,,,Decepcionante
756,Guittard,Lever du Soleil,654,2011,0.61,U.S.A.,3.25,,,Sastisfactorio
757,Guittard,Onyx,654,2011,0.72,U.S.A.,3.25,,,Sastisfactorio
758,Guittard,Trinidad,552,2010,0.65,U.S.A.,3,Trinitario,Trinidad,Sastisfactorio
759,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,0.55,U.S.A.,3,,Hawaii,Sastisfactorio
760,Guittard,Nocturne,387,2009,0.91,U.S.A.,3,,,Sastisfactorio
761,Guittard,Complexite,387,2009,0.7,U.S.A.,3.5,Blend,,Sastisfactorio
762,Guittard,Machu Pichu,259,2008,0.65,U.S.A.,3,,Peru,Sastisfactorio
763,Guittard,Special Maker Reserve,276,2008,0.64,U.S.A.,3,,,Sastisfactorio
764,Guittard,Ocumare,276,2008,0.65,U.S.A.,3.5,,Venezuela,Sastisfactorio
765,Guittard,Quetzalcoatl,147,2007,0.72,U.S.A.,3.5,Blend,,Sastisfactorio
766,Guittard,Chucuri,15,2006,0.65,U.S.A.,3,Trinitario,Colombia,Sastisfactorio
767,Guittard,Sur del Lago,87,2006,0.65,U.S.A.,2.5,Trinitario_Criollo,Venezuela,Decepcionante
768,Guittard,"Sambirano, Ambanja",87,2006,0.65,U.S.A.,3.5,Criollo,Madagascar,Sastisfactorio
769,Guittard,"Los Rios, Quevedo",93,2006,0.65,U.S.A.,3.5,Forastero_Arriba,Ecuador,Sastisfactorio
770,Guittard,Tsaranta,93,2006,0.61,U.S.A.,3.5,Blend,,Sastisfactorio
771,Guittard,Semisweet,99,2006,0.61,U.S.A.,3,Blend,,Sastisfactorio
772,Habitual,Papua New Guinea,1197,2014,0.8,Canada,2.75,,Papua New Guinea,Decepcionante
773,Habitual,Campesino w/ nibs,1197,2014,0.74,Canada,2.75,,,Decepcionante
774,Habitual,Dominican Republic,1197,2014,0.75,Canada,3.25,,Dominican Republic,Sastisfactorio
775,Habitual,Trinitario,1197,2014,0.7,Canada,3.5,Trinitario,,Sastisfactorio
776,Habitual,Downtown London,1201,2014,0.65,Canada,2.75,,,Decepcionante
777,Habitual,Africa meets Latina,1201,2014,0.7,Canada,3,,,Sastisfactorio
778,Habitual,Amazonas,1201,2014,0.8,Canada,3,,,Sastisfactorio
779,Habitual,Sharkey,1201,2014,0.66,Canada,3.25,,Hawaii,Sastisfactorio
780,Habitual,one hundred,1205,2014,1,Canada,2,,,Decepcionante
781,Hachez,Arriba,166,2007,0.77,Germany,2.5,Forastero_Arriba,Ecuador,Decepcionante
782,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.55,Ecuador,2.75,Trinitario,Ecuador,Decepcionante
783,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.7,Ecuador,3,Trinitario,Ecuador,Sastisfactorio
784,Haigh,South America and Africa,701,2011,0.7,Australia,3,,"South America, Africa",Sastisfactorio
785,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,0.85,U.S.A.,3.25,,Brazil,Sastisfactorio
786,Harper Macaw,Brazil Blend,1696,2015,0.67,U.S.A.,3,,Brazil,Sastisfactorio
787,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,0.77,U.S.A.,3.5,,Brazil,Sastisfactorio
788,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,0.74,U.S.A.,3.5,,Brazil,Sastisfactorio
789,Heilemann,Peru,1876,2016,0.64,Germany,2.75,,Peru,Decepcionante
790,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,0.7,U.S.A.,3.25,Amazon,Belize,Sastisfactorio
791,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,0.74,U.S.A.,3.5,Amazon_mix,Costa Rica,Sastisfactorio
792,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,0.67,U.S.A.,3.5,Amazon_ICS,Bolivia,Sastisfactorio
793,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,0.67,U.S.A.,3,Beniano,Bolivia,Sastisfactorio
794,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,0.67,U.S.A.,3.75,EET,Ecuador,Sastisfactorio
795,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,0.67,U.S.A.,3.75,,Hawaii,Sastisfactorio
796,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,0.72,U.S.A.,3.5,,Hawaii,Sastisfactorio
797,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,0.7,U.S.A.,3.5,EET,Ecuador,Sastisfactorio
798,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,0.77,U.S.A.,3.5,EET,Ecuador,Sastisfactorio
799,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,0.68,U.S.A.,3.75,Amazon_ICS,Bolivia,Sastisfactorio
800,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,0.72,U.S.A.,4,Beniano,Bolivia,Premiun
801,hello cocoa,Uganda,1458,2015,0.57,U.S.A.,2.75,Forastero,Uganda,Decepcionante
802,hello cocoa,Venezuela,1462,2015,0.74,U.S.A.,3.5,Criollo,Venezuela,Sastisfactorio
803,hexx,Tanzania,1546,2015,0.7,U.S.A.,2.75,,Tanzania,Decepcionante
804,hexx,Madagascar,1546,2015,0.74,U.S.A.,3,Trinitario,Madagascar,Sastisfactorio
805,hexx,Venezuela,1546,2015,0.7,U.S.A.,3,,Venezuela,Sastisfactorio
806,hexx,Ecuador,1550,2015,0.73,U.S.A.,3.25,,Ecuador,Sastisfactorio
807,hexx,Peru,1550,2015,0.7,U.S.A.,3.25,,Peru,Sastisfactorio
808,Hogarth,Akesson's Estate,1712,2016,0.7,New Zealand,2.75,Trinitario,Madagascar,Decepcionante
809,Hogarth,Carenero Superior,1712,2016,0.72,New Zealand,2.75,Trinitario,Venezuela,Decepcionante
810,Hogarth,Conacado,1712,2016,0.75,New Zealand,3.25,Trinitario,Domincan Republic,Sastisfactorio
811,Hogarth,Gran Blanco,1712,2016,0.66,New Zealand,3.5,Criollo,Peru,Sastisfactorio
812,Hoja Verde (Tulicorp),Arriba,414,2009,0.8,Ecuador,2,Forastero_Arriba_ASS,Ecuador,Decepcionante
813,Hoja Verde (Tulicorp),Manabi,414,2009,0.8,Ecuador,2.5,Forastero_Arriba_ASS,Ecuador,Decepcionante
814,Hoja Verde (Tulicorp),Arriba,414,2009,0.72,Ecuador,3,Forastero_Arriba_ASS,Ecuador,Sastisfactorio
815,Hoja Verde (Tulicorp),Arriba,414,2009,0.58,Ecuador,3.25,Forastero_Arriba_ASS,Ecuador,Sastisfactorio
816,Hoja Verde (Tulicorp),Manabi,414,2009,0.58,Ecuador,3.5,Forastero_Arriba_ASS,Ecuador,Sastisfactorio
817,Holy Cacao,Maranon,1872,2016,0.7,Israel,2.75,,Peru,Decepcionante
818,Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,0.7,Israel,3.5,,Ecuador,Sastisfactorio
819,Holy Cacao,Sambirano,1466,2015,0.7,Israel,3.5,Trinitario,Madagascar,Sastisfactorio
820,Holy Cacao,Gran Couva,1466,2015,0.7,Israel,3.5,Trinitario,Trinidad,Sastisfactorio
821,Holy Cacao,Mara,1466,2015,0.7,Israel,3.5,,Venezuela,Sastisfactorio
822,Holy Cacao,Ivory Coast,431,2009,0.7,Israel,2.5,,Ivory Coast,Decepcionante
823,Holy Cacao,Hispaniola,431,2009,0.7,Israel,2.75,,Dominican Republic,Decepcionante
824,Holy Cacao,San Martin,431,2009,0.7,Israel,3.5,,Peru,Sastisfactorio
825,Holy Cacao,Hispaniola w/ nibs,431,2009,0.75,Israel,3.75,,Dominican Republic,Sastisfactorio
826,Honest,"Ecuador, w/ nibs",1327,2014,0.72,South Africa,2.5,,Ecuador,Decepcionante
827,Hotel Chocolat,"Pepiniere, single Cote",1654,2015,0.7,U.K.,2.75,,St. Lucia,Decepcionante
828,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,0.7,U.K.,4,Trinitario,St. Lucia,Premiun
829,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,1,U.K.,1.75,Trinitario,St. Lucia,Desagradable
830,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,0.75,U.K.,3,Trinitario,Trinidad,Sastisfactorio
831,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,0.8,U.K.,3.5,Trinitario,Vietnam,Sastisfactorio
832,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,0.9,U.K.,3,Forastero_Nacional,Ecuador,Sastisfactorio
833,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,0.72,U.K.,3,Trinitario,Madagascar,Sastisfactorio
834,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,0.82,U.K.,3.5,Forastero_Nacional,Ecuador,Sastisfactorio
835,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,1,U.K.,2.75,,Peru,Decepcionante
836,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,1,U.K.,2.5,Forastero_Nacional,Ecuador,Decepcionante
837,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,1,U.K.,2.75,,Dominican Republic,Decepcionante
838,Hotel Chocolat (Coppeneur),Sambirano,809,2012,0.66,U.K.,3.5,Trinitario_Criollo,Madagascar,Sastisfactorio
839,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,0.8,U.K.,3,Forastero_Nacional,Ecuador,Sastisfactorio
840,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,0.65,U.K.,3,Trinitario,St. Lucia,Sastisfactorio
841,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,0.65,U.K.,3.25,Trinitario,St. Lucia,Sastisfactorio
842,Hotel Chocolat (Coppeneur),Ecuador,552,2010,0.7,U.K.,2.75,,Ecuador,Decepcionante
843,Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,0.7,U.K.,3,,Dominican Republic,Sastisfactorio
844,Hotel Chocolat (Coppeneur),Chuao,600,2010,0.7,U.K.,2.75,Trinitario,Venezuela,Decepcionante
845,Hotel Chocolat (Coppeneur),St. Lucia,245,2008,0.72,U.K.,3,,St. Lucia,Sastisfactorio
846,Hotel Chocolat (Coppeneur),Uganda,296,2008,0.8,U.K.,2.5,Forastero,Uganda,Decepcionante
847,Hotel Chocolat (Coppeneur),Tanzania,296,2008,0.75,U.K.,2.75,,Tanzania,Decepcionante
848,Hotel Chocolat (Coppeneur),Uba Budo,300,2008,0.72,U.K.,3,Forastero,Sao Tome,Sastisfactorio
849,Hummingbird,Lam Dong,1542,2015,0.7,Canada,3.5,Trinitario,Vietnam,Sastisfactorio
850,Hummingbird,Bolivia,1307,2014,0.7,Canada,3,Criollo_Trinitario,Bolivia,Sastisfactorio
851,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,0.7,Canada,3,Criollo_Trinitario,Bolivia,Sastisfactorio
852,Hummingbird,Momotombo,1311,2014,0.7,Canada,3,Trinitario,Nicaragua,Sastisfactorio
853,Hummingbird,Hispaniola,1311,2014,0.7,Canada,3.75,Trinitario,Dominican Republic,Sastisfactorio
854,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,0.7,Canada,3.5,,Dominican Republic,Sastisfactorio
855,Hummingbird,"Ocumare, Cumboto",1097,2013,0.7,Canada,3.25,Trinitario_Criollo,Venezuela,Sastisfactorio
856,Hummingbird,Amazonas,1097,2013,0.7,Canada,3.75,Forastero,Venezuela,Sastisfactorio
857,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,0.72,Switzerland,3.75,Trinitario,Venezuela,Sastisfactorio
858,Idilio (Felchlin),Coopertiva Amazona,725,2011,0.72,Switzerland,3.75,Criollo,Venezuela,Sastisfactorio
859,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,0.72,Switzerland,3.75,,Venezuela,Sastisfactorio
860,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,0.72,Switzerland,3.25,Criollo,Venezuela,Sastisfactorio
861,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,0.72,Switzerland,3.75,Criollo,Venezuela,Sastisfactorio
862,Idilio (Felchlin),"Porcelana, Zulia",733,2011,0.74,Switzerland,4,Criollo,Venezuela,Premiun
863,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,0.72,Switzerland,3.5,Criollo,Venezuela,Sastisfactorio
864,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,0.7,Switzerland,4,Trinitario,Venezuela,Premiun
865,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,0.72,Switzerland,4,Criollo,Venezuela,Premiun
866,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,0.72,Switzerland,4,,Venezuela,Premiun
867,Indah,India (south),1788,2016,0.61,India,2.5,,India,Decepcionante
868,Indaphoria,La Red,821,2012,0.7,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
869,Indaphoria,"Conacado, Manifesto",907,2012,0.7,U.S.A.,2.75,,Dominican Republic,Decepcionante
870,Indi,Honduras,1255,2014,0.77,U.S.A.,3,,Honduras,Sastisfactorio
871,iQ Chocolate,"Satipo region, white label",943,2012,0.72,Scotland,2.75,Criollo,Peru,Decepcionante
872,iQ Chocolate,black label,943,2012,0.72,Scotland,3,,Peru,Sastisfactorio
873,Isidro,Madagascar,1275,2014,0.72,U.S.A.,3.5,Trinitario,Madagascar,Sastisfactorio
874,Isidro,Peru,1279,2014,0.72,U.S.A.,2.25,,Peru,Decepcionante
875,Isidro,Belize,1279,2014,0.72,U.S.A.,3.25,Trinitario,Belize,Sastisfactorio
876,Isidro,Dominican Republic,1279,2014,0.72,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
877,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,0.7,U.S.A.,3.5,Trinitario,Belize,Sastisfactorio
878,Izard,"Elvesia P., Batch 32",1546,2015,0.7,U.S.A.,2.75,,Dominican Republic,Decepcionante
879,Jacque Torres,Trinatario Treasure,5,2006,0.71,U.S.A.,2,Trinitario,Ghana,Decepcionante
880,Jordis,Madagascar,1534,2015,0.63,Czech Republic,2.75,Trinitario,Madagascar,Decepcionante
881,Just Good Chocolate,Belize,1375,2014,0.7,U.S.A.,3.5,Trinitario,Belize,Sastisfactorio
882,Just Good Chocolate,Madagascar,1375,2014,0.7,U.S.A.,3.5,Trinitario,Madagascar,Sastisfactorio
883,Just Good Chocolate,Peru,1375,2014,0.7,U.S.A.,4,,Peru,Premiun
884,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,0.7,Domincan Republic,3.5,,Dominican Republic,Sastisfactorio
885,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.82,Domincan Republic,3,,Dominican Republic,Sastisfactorio
886,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.55,Domincan Republic,3.25,,Dominican Republic,Sastisfactorio
887,Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,0.62,Domincan Republic,3.25,,Dominican Republic,Sastisfactorio
888,Kakao,Peru,837,2012,0.64,Germany,2.5,,Peru,Decepcionante
889,Kakao,Vanuatu,387,2009,0.65,Germany,3.75,Trinitario,Vanuatu,Sastisfactorio
890,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,0.7,Ecuador,3,,Ecuador,Sastisfactorio
891,Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,0.7,Ecuador,3.5,,Ecuador,Sastisfactorio
892,Kallari (Ecuatoriana),Roberto,245,2008,0.75,Ecuador,2.75,,Ecuador,Decepcionante
893,Kallari (Ecuatoriana),Diego/ original micro,248,2008,0.85,Ecuador,2.5,,Ecuador,Decepcionante
894,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,0.85,Ecuador,2.75,,Ecuador,Decepcionante
895,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,0.85,Ecuador,3,,Ecuador,Sastisfactorio
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,0.75,Ecuador,2.5,,Ecuador,Decepcionante
897,Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,0.85,Ecuador,3,,Ecuador,Sastisfactorio
898,Kaoka (Cemoi),Noir,404,2009,0.7,France,2.75,,,Decepcionante
899,Kaoka (Cemoi),Ecuador,423,2009,0.8,France,2.75,,Ecuador,Decepcionante
900,Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,0.7,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
901,Ki' Xocolatl,Dark,431,2009,0.72,Mexico,2,,Mexico,Decepcionante
902,Kiskadee,"La Red, Guanconjeco",1251,2014,0.6,U.S.A.,3,Trinitario,Dominican Republic,Sastisfactorio
903,Kto,San Martin,1422,2014,0.72,U.S.A.,2.5,,Peru,Decepcionante
904,Kto,Ocumare,1422,2014,0.72,U.S.A.,2.75,,Venezuela,Decepcionante
905,Kto,Belize,1422,2014,0.72,U.S.A.,3,Trinitario,Belize,Sastisfactorio
906,Kto,Sambirano Valley,1422,2014,0.72,U.S.A.,3.25,Trinitario,Madagascar,Sastisfactorio
907,Kto,Belize,1426,2014,0.9,U.S.A.,3.25,Trinitario,Belize,Sastisfactorio
908,Kto,Elvesia,1426,2014,0.72,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
909,Kto,ROIG,1426,2014,0.72,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
910,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,0.7,U.S.A.,3.25,,Haiti,Sastisfactorio
911,K'ul,"Maranon, Fortunato No. 4",1852,2016,0.7,U.S.A.,2.75,Forastero_Nacional,Peru,Decepcionante
912,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,0.7,U.S.A.,3.75,,Ecuador,Sastisfactorio
913,K'ul,"Bahia, Fazenda Camboa",1852,2016,0.7,U.S.A.,3.75,Forastero,Brazil,Sastisfactorio
914,Kyya,Uganda,1359,2014,0.725,U.S.A.,2.5,Forastero,Uganda,Decepcionante
915,Kyya,Hispaniola,1359,2014,0.725,U.S.A.,3,,Dominican Republic,Sastisfactorio
916,Kyya,Ecuador,1363,2014,0.725,U.S.A.,2.5,,Ecuador,Decepcionante
917,Kyya,Madagascar,1363,2014,0.725,U.S.A.,3,Trinitario,Madagascar,Sastisfactorio
918,L.A. Burdick (Felchlin),Peru,891,2012,0.74,U.S.A.,3.25,,Peru,Sastisfactorio
919,L.A. Burdick (Felchlin),Brazil,891,2012,0.7,U.S.A.,4,,Brazil,Premiun
920,L.A. Burdick (Felchlin),Chuao,927,2012,0.68,U.S.A.,3.75,Trinitario,Venezuela,Sastisfactorio
921,L.A. Burdick (Felchlin),Quito,682,2011,0.74,U.S.A.,3.75,,Ecuador,Sastisfactorio
922,L.A. Burdick (Felchlin),Grenada,576,2010,0.75,U.S.A.,3.25,Trinitario,Grenada,Sastisfactorio
923,L.A. Burdick (Felchlin),Dominican Republic,576,2010,0.74,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
924,L.A. Burdick (Felchlin),Venzuela,597,2010,0.71,U.S.A.,3,,Venezuela,Sastisfactorio
925,L.A. Burdick (Felchlin),Madagascar,431,2009,0.64,U.S.A.,3.5,Trinitario,Madagascar,Sastisfactorio
926,L.A. Burdick (Felchlin),Bolivian,451,2009,0.68,U.S.A.,3,,Bolivia,Sastisfactorio
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,0.7,Japan,2.25,Trinitario_Criollo,Peru,Decepcionante
928,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,0.7,Japan,2.5,Trinitario_Criollo,Peru,Decepcionante
929,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,0.7,Japan,3,Criollo,Peru,Sastisfactorio
930,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,0.7,Japan,3,Trinitario_Criollo,Belize,Sastisfactorio
931,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,0.74,France,2.75,,"Africa, Carribean, C. Am.",Decepcionante
932,La Maison du Chocolat (Valrhona),Tobago,1145,2013,0.6,France,3.25,,Tobago,Sastisfactorio
933,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,0.56,France,3.25,,Ecuador,Sastisfactorio
934,La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,0.66,France,3.5,,Dominican Republic,Sastisfactorio
935,La Maison du Chocolat (Valrhona),Grenada,741,2011,0.68,France,3.5,Trinitario,Grenada,Sastisfactorio
936,La Maison du Chocolat (Valrhona),Akosombo,346,2009,0.68,France,3.25,Forastero,Ghana,Sastisfactorio
937,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,0.69,France,3.5,Criollo_Porcelana,Venezuela,Sastisfactorio
938,La Maison du Chocolat (Valrhona),Kuruba,439,2009,0.6,France,3,,,Sastisfactorio
939,La Maison du Chocolat (Valrhona),Orinoco,445,2009,0.6,France,3.75,,,Sastisfactorio
940,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,0.74,France,3.5,Blend,"Ven., Indonesia, Ecuad.",Sastisfactorio
941,La Oroquidea,Peruvian Amazon,721,2011,0.72,Peru,2.5,,Peru,Decepcionante
942,La Pepa de Oro,Vinces,713,2011,0.6,Ecuador,3.25,,Ecuador,Sastisfactorio
943,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,0.75,France,2.75,Trinitario,Madagascar,Decepcionante
944,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,0.75,France,2.75,Trinitario,Vietnam,Decepcionante
945,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,0.75,France,3,,Cuba,Sastisfactorio
946,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,0.75,France,3.25,,Peru,Sastisfactorio
947,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,0.75,France,3,,Ivory Coast,Sastisfactorio
948,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,0.75,France,3.5,Forastero,Sao Tome,Sastisfactorio
949,Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,0.75,France,3.25,,Brazil,Sastisfactorio
950,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,0.75,France,3.75,Trinitario,Vietnam,Sastisfactorio
951,Laia aka Chat-Noir,Cuba,1434,2014,0.7,France,2.75,,Cuba,Decepcionante
952,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,0.68,France,2.75,,Trinidad-Tobago,Decepcionante
953,Lajedo do Ouro,Catongo,927,2012,0.7,Brazil,3.5,Forastero_Catongo,Brazil,Sastisfactorio
954,Lake Champlain (Callebaut),Tanzania,327,2009,0.75,U.S.A.,2.5,,Tanzania,Decepcionante
955,L'Amourette,Rugoso,1784,2016,0.8,U.S.A.,3.5,Trinitario,Nicaragua,Sastisfactorio
956,L'Amourette,Carenero Superior,833,2012,0.75,U.S.A.,3,Trinitario,Venezuela,Sastisfactorio
957,L'Amourette,Rio Caribe,833,2012,0.75,U.S.A.,3,Trinitario,Venezuela,Sastisfactorio
958,L'Amourette,Blend,853,2012,0.72,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela",Sastisfactorio
959,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,0.7,U.S.A.,3.5,,Honduras,Sastisfactorio
960,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,0.7,U.S.A.,3.25,,Belize,Sastisfactorio
961,Letterpress,Liberia,1728,2016,0.7,U.S.A.,3.25,,Liberia,Sastisfactorio
962,Letterpress,Beniamo,1562,2015,0.7,U.S.A.,3.25,,Bolivia,Sastisfactorio
963,Letterpress,"San Juan Estate, Gran Couva",1562,2015,0.7,U.S.A.,3.5,Trinitario,Trinidad,Sastisfactorio
964,Letterpress,San Andres,1566,2015,0.7,U.S.A.,3,,Costa Rica,Sastisfactorio
965,Letterpress,"La Red, Guaconejo",1566,2015,0.7,U.S.A.,3.25,,Domincan Republic,Sastisfactorio
966,Letterpress,Kokoa Kamili,1566,2015,0.7,U.S.A.,3.5,,Tanzania,Sastisfactorio
967,Letterpress,Maranura,1371,2014,0.7,U.S.A.,3.5,Forastero_Nacional,Peru,Sastisfactorio
968,Levy,Sambirano,1231,2014,0.71,Finland,3.5,Criollo,Madagascar,Sastisfactorio
969,Lilla,Madagascar,1856,2016,0.7,Finland,3,Trinitario,Madagascar,Sastisfactorio
970,Lillie Belle,Perfect Illusion,855,2012,0.65,U.S.A.,3.5,Criollo,Peru,Sastisfactorio
971,Lillie Belle,"Bolivia, Wild Thing",903,2012,0.68,U.S.A.,3.5,Criollo,Bolivia,Sastisfactorio
972,Lillie Belle,La Selva,903,2012,0.68,U.S.A.,3.75,,Peru,Sastisfactorio
973,Lillie Belle,Purple Haze,947,2012,0.75,U.S.A.,2.75,,"Venezuela, Dom. Rep.",Decepcionante
974,Lillie Belle,"The Other One, Grand Cru",947,2012,0.74,U.S.A.,3,,Dominican Republic,Sastisfactorio
975,Lillie Belle,Wild Thing,947,2012,0.68,U.S.A.,3.5,Criollo,Bolivia,Sastisfactorio
976,Lindt & Sprungli,Excellence (US Version),157,2007,0.85,Switzerland,3,,,Sastisfactorio
977,Loiza,Puerto Rico,1049,2013,0.65,Puerto Rico,2.5,,Puerto Rico,Decepcionante
978,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,0.7,U.S.A.,3.75,,Hawaii,Sastisfactorio
979,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.65,U.S.A.,3.25,,Hawaii,Sastisfactorio
980,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.75,U.S.A.,3.75,,Hawaii,Sastisfactorio
981,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,0.71,U.S.A.,3,,Hawaii,Sastisfactorio
982,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,0.72,U.S.A.,3,,Hawaii,Sastisfactorio
983,Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,0.7,U.S.A.,3.5,,Hawaii,Sastisfactorio
